int_rate,mths_since_last_delinq,revol_util,tot_cur_bal,delinq_2yrs
23.43,,57.6,26284,0
9.99,,73,67004,0
18.25,,39.5,40791,0
14.3,12,56.3,168701,1
9.99,,99.4,62739,0
17.14,33,45.3,92772,0
5.32,80,15.2,120676,0
13.33,,49.5,84559,0
13.35,18,74.6,44398,1
12.12,,65.9,70498,0
15.61,8,66,54481,2
7.49,,83,43301,0
11.53,74,19.3,5162,0
12.99,,38.2,19455,0
11.99,,43.6,128272,0
13.66,15,72.1,124057,1
10.16,,32.4,20669,0
23.7,11,45.1,35886,1
13.67,,84.9,324251,0
11.53,,45,44265,0
12.59,13,62.9,47350,2
11.14,,83.5,,0
15.61,,62.8,25453,0
14.48,9,63.3,17199,4
9.25,45,21.8,4613,0
10.99,,56.7,79721,0
7.89,16,26.3,129583,1
9.99,,58.3,265856,0
15.31,20,49.7,21120,1
12.69,20,78.7,324970,1
6.89,,10.6,115530,0
6.92,,40.3,409377,0
13.33,34,80.9,177461,0
17.77,27,29.5,91078,0
6.92,,55.1,126800,0
18.25,36,89.1,,0
17.86,,60.7,538345,0
12.12,,87.1,,0
17.57,65,69.1,28660,0
10.99,6,86.9,312255,3
16.99,46,27.7,44551,0
13.99,,75.4,31444,0
10.99,,67.4,293922,0
13.66,29,71.3,184364,0
9.99,,59.2,230511,0
7.62,,35.1,,0
10.99,6,44.1,499085,1
16.78,,44.1,241735,0
18.24,67,68.1,10031,0
15.31,7,31.8,7891,1
11.53,3,48.8,197278,1
15.1,78,38.1,156977,0
7.89,7,24.9,290471,2
11.55,,72.7,169345,0
9.99,53,76.6,39386,0
18.55,,66.6,118136,0
13.11,14,47.6,40383,1
16.55,,59.2,141233,0
7.62,,57.7,241207,0
14.31,,72.3,38795,0
17.77,33,50.3,100992,0
12.29,38,35.7,199150,0
12.69,,46,83701,0
16.55,36,73.6,247745,0
6.24,,56,112922,0
19.22,,79.6,271871,0
13.33,31,57.3,19725,0
6.92,,35.3,33313,0
17.14,63,97.6,38304,0
17.86,,75.3,390785,0
5.32,,18.9,23020,0
12.61,17,63.8,,2
10.99,,82.8,150179,0
9.99,,89,356714,0
18.84,,58.9,364306,0
8.18,13,33.1,100665,1
13.98,,61.1,88268,0
7.9,,65.9,,0
18.49,,62.3,164754,0
7.26,,46.9,235177,0
9.17,33,84.7,198879,0
14.65,33,65.6,27746,0
8.67,40,43.4,235255,0
6.03,,8.5,,0
12.99,53,45.5,14596,0
9.99,75,63.9,113666,0
14.3,,42.1,74133,0
12.29,51,34.7,14729,0
13.11,,44.4,171275,0
7.89,,58.8,10061,0
23.43,4,98.7,48245,1
17.76,,47.8,143550,0
11.14,,72.5,,0
11.53,,79.5,78474,0
7.89,11,37.9,13705,2
13.98,50,48.3,159086,0
14.33,32,51.4,136934,0
13.18,36,42.1,264647,0
12.69,48,96,59359,0
12.99,30,66.7,188058,0
6.03,,25.3,266456,0
12.29,,10.1,29921,0
17.57,,87,68791,0
15.61,,75.1,19430,0
13.98,,58.3,31637,0
23.13,,79.7,54226,0
9.99,3,76.1,211437,1
6.24,,35.5,227252,0
11.14,,52.3,18841,0
11.53,48,39.3,124016,0
6.49,,24.6,215676,0
10.16,25,34.8,39892,0
13.66,53,68.8,291274,0
10.99,70,60.8,161208,0
10.99,4,19.4,69252,2
10.99,,26.7,29893,0
11.71,,44,,0
16.2,5,51.6,23167,3
7.69,20,71.8,40936,1
12.59,,45,301038,0
13.68,,78.9,34644,0
15.77,7,17.3,128264,1
12.35,,75.7,19652,0
17.57,,75,11879,0
8.18,63,30.3,26490,0
12.29,,20.5,189405,0
9.17,,34.9,276949,0
8.39,61,34.1,44667,0
20.99,,35.3,43401,0
11.67,26,49.7,103183,0
13.35,,65,27539,0
18.49,39,87.7,106200,0
8.67,34,64.7,388805,0
16.99,,53.7,27629,0
12.99,,68.9,167428,0
6.99,81,21.5,94883,0
13.98,47,36.6,16448,0
7.89,,36.6,39037,0
19.72,,65.4,413990,0
12.29,59,79.8,68162,0
9.17,14,73.2,33146,2
18.55,46,48.2,137854,0
15.21,57,34.6,,0
9.99,10,50.3,27870,1
17.22,0,79,,0
9.71,44,59,120453,0
12.29,9,86.6,224106,5
10.99,35,64.7,125885,0
12.29,16,46.1,96579,2
11.55,25,36.7,19203,0
7.51,,4.2,,0
14.65,,22.4,22785,0
15.31,71,46.8,8990,0
9.76,,20.5,58954,0
14.16,,74.2,71832,0
15.31,33,2.5,,0
18.99,7,59,146112,1
14.64,,79.9,128393,0
9.99,,54,,0
11.44,12,79.6,359168,1
14.99,,21.6,2201,0
15.88,39,66.7,74806,0
10.64,21,25.7,30721,1
9.76,,35.6,28791,0
15.31,9,69.5,28491,1
13.18,1,50.6,311201,1
17.19,48,50.6,,0
18.25,,13.6,15575,0
14.64,,40.4,217476,0
16.29,,66.4,44114,0
13.98,,70.9,31124,0
8.18,3,47.5,242316,3
8.18,61,79.8,256951,0
12.69,46,44.8,136401,0
13.33,,64.5,307926,0
15.22,51,57.4,156334,0
14.49,,69.3,131463,0
6.03,,3.4,119073,0
7.9,46,15.4,195916,0
27.88,,70.1,23785,0
20.99,,91.5,,0
20.49,,59.8,101205,0
15.31,,75,444465,0
9.17,,68.3,9020,0
14.65,9,74.1,9540,1
16.99,79,85.7,390555,0
14.3,72,62.5,10114,0
12.69,,41.9,235063,0
12.12,,49.4,,0
8.9,,22.8,,0
16.2,,95.8,276308,0
10.99,11,68.1,173094,6
13.44,39,24,68651,0
13.99,,76.5,52584,0
6.62,,17.8,18324,0
14.65,,75.7,10895,0
8.38,6,41.7,413326,2
8.18,42,53.9,21583,0
18.54,20,40,285179,1
18.25,,91.7,2310468,0
11.49,33,7.5,,0
18.84,18,45.1,198056,1
12.12,,29.1,100530,0
21.99,20,59,359026,0
22.15,,33.8,107614,0
14.33,,40.5,197110,0
10.75,17,23.8,,1
14.65,,62.7,23841,0
8.18,,92.2,13558,0
10.74,,95.3,,0
9.17,,57.6,220065,0
11.49,7,86.9,65300,2
11.53,,25.4,2412,0
16.29,,78.3,243781,0
12.99,,86.4,56328,0
9.49,,28.4,131400,0
13.99,18,78.4,369445,1
15.61,21,44,111519,1
7.49,8,38.2,22414,1
18.99,18,70.8,93180,1
10.99,15,95.5,337205,1
8.18,,36.7,11955,0
17.27,,75.8,23252,0
11.67,82,61.5,136190,0
8.18,26,31.8,178605,0
8.19,,45.6,243939,0
17.86,42,60,48211,0
9.99,8,100.3,225122,2
12.99,6,62.4,181272,5
12.29,61,61.8,36802,0
8.9,,27.1,161565,0
13.99,76,80.7,150129,0
6.49,,19.4,27154,0
17.57,35,98.2,755059,0
8.9,30,44.5,240009,0
17.86,3,74.4,275635,1
12.99,,77.1,94135,0
11.67,60,17.8,16528,0
9.17,11,14.7,5122,3
5.32,,54.8,203171,0
15.1,,81.6,294200,0
11.99,16,44.8,14921,1
15.68,,90.2,,0
17.57,,74.1,15014,0
15.31,29,82.9,185219,0
19.52,66,77.4,64843,0
9.17,,66.2,3973,0
11.99,,59.7,12262,0
5.79,,65.2,,0
9.17,,63.3,909781,0
13.33,,78.2,29480,0
13.11,71,69.5,103937,0
13.99,,35,23611,0
15.61,37,37,141356,0
9.71,75,43.9,19959,0
14.33,9,35.3,463247,7
10.99,33,15.8,,0
13.68,,59.9,10953,0
16.99,,52.6,34146,0
6.24,,22.8,208895,0
10.99,48,58.8,69369,0
12.39,,37.1,218294,0
25.99,23,70.6,394672,1
18.75,,95.2,,0
14.64,21,39.3,74327,2
13.33,26,50.3,46282,0
13.99,18,80.8,7353,1
12.49,16,2.3,196291,2
15.1,15,44.6,294815,1
15.59,,85.8,156781,0
16.99,15,69.5,104210,1
8.18,,49.7,162917,0
6.03,,22.9,128846,0
6.97,,19.1,24850,0
17.77,14,53.5,16125,2
13.99,,52.8,432943,0
16.55,,52.2,390029,0
11.67,8,27.9,5017,2
19.99,7,70.3,145578,1
17.1,,61.2,129822,0
7.49,,77.6,7371,0
16.29,,73.6,37128,0
12.49,23,39,3280,1
6.89,,25,24506,0
11.14,,44.1,16650,0
11.53,,74.7,12844,0
6.92,73,28.9,132119,0
9.99,,43.3,39608,0
17.86,70,46.6,33914,0
17.57,62,53.4,28510,0
9.99,8,35.2,78202,2
12.99,74,51.4,58043,0
13.99,,70.4,43016,0
18.25,,71.6,234024,0
10.99,,86.8,31151,0
10.99,56,9.9,119053,0
10.64,,89.3,563933,0
12.69,,24.8,,0
11.53,,27.6,9897,0
9.17,6,0.3,393089,1
16.99,29,54.9,287886,0
16.99,,92.4,228610,0
18.75,,81.6,,0
8.18,,39.7,49857,0
15.8,32,32.2,,0
15.61,2,44.5,263717,5
10.99,,22.7,103465,0
15.61,41,38.6,46345,0
17.57,71,41,156022,0
6.62,28,44.1,,0
9.17,,32.9,41348,0
11.53,28,83.3,43428,0
15.61,,68.9,46942,0
14.65,,85.8,27894,0
7.14,,13.7,,0
12.59,,60.3,13119,0
19.05,,70.9,27621,0
8.9,22,72.7,51868,2
14.65,,84.5,,0
16.55,,58.1,38287,0
17.57,,65.8,260268,0
16.78,,96.5,31872,0
13.99,8,53.4,5391,1
10.99,,0.2,456431,0
12.49,68,49,70529,0
18.99,11,79.4,312605,1
17.27,8,50.6,,1
9.17,,62.3,22555,0
5.32,7,73.5,235181,2
18.24,8,89,43932,1
12.99,38,27.9,9479,0
16.55,39,54.6,448260,0
12.29,12,59.9,177477,1
11.55,11,70,187398,1
5.32,,14.9,256911,0
11.99,,41.1,,0
22.15,4,53.4,67620,2
10.15,23,98.1,146272,1
16.63,,50,,0
15.99,,14.6,86287,0
12.12,22,78.1,286628,1
7.89,53,14.5,63608,0
13.98,41,76.5,433413,0
19.47,9,94.3,93458,1
7.9,,21.9,7040,0
11.53,22,43.5,3608,1
15.59,,63.1,16746,0
9.49,,49.2,295814,0
18.75,57,64.5,41835,0
13.11,30,57.6,128552,0
18.25,,83,71217,0
17.14,4,44,130695,1
11.14,,48.3,79123,0
13.99,27,28.9,,0
16.99,,72.8,30064,0
11.99,,92.5,41814,0
13.98,,82.7,54940,0
8.39,34,12.5,270055,0
13.11,,86,,0
6.49,31,28.3,318632,0
18.54,6,88.8,115796,1
7.89,74,95.2,160523,0
21.6,47,79.3,227221,0
11.55,,49.8,163895,0
13.8,,87.6,,0
15.61,45,102.2,115838,0
17.86,30,92.9,159807,0
19.52,,60.3,39719,0
14.09,40,29.1,32036,0
10.99,9,12.9,26559,2
17.27,,67.5,50613,0
19.05,,54.4,17988,0
11.71,6,64.2,,2
9.17,40,51.1,9970,0
15.1,,73.8,78906,0
15.61,60,75.9,21944,0
7.49,50,23.4,49090,0
13.06,73,61.5,,0
19.99,38,69.5,81388,0
16.55,27,49.7,14950,0
15.61,19,70.7,54198,1
17.14,28,78.1,303856,0
6.68,,38.9,373717,0
21.7,10,53.3,196277,1
13.67,18,66.5,193977,1
11.99,53,60.9,6816,0
10.99,20,68,35459,1
16.55,,52.2,283184,0
21,81,80.4,161474,0
9.99,,68.3,381591,0
9.17,25,50.7,28839,0
9.17,,33.6,11299,0
8.39,81,58.7,171376,0
6.99,25,70.1,306943,0
9.17,69,49.3,31679,0
16.55,71,34.1,50492,0
21.6,33,82.9,105952,0
15.8,37,30,46459,0
10.16,,93.9,140631,0
14.49,,35.5,30084,0
6.03,,28,63217,0
8.18,53,39.3,616434,0
15.59,52,74.8,33240,0
15.61,,48,556728,2
13.11,,50.5,530733,0
15.61,,87.3,189320,0
17.27,,59.5,41934,0
15.31,71,69.7,7108,0
5.32,75,26.8,309012,0
12.05,,12.6,154402,0
14.65,35,16.2,64549,0
16.29,36,58.7,315474,0
19.52,,86.6,411195,0
17.27,6,88,389775,1
13.18,16,53,203657,2
9.99,,5,19725,0
11.44,,76,117755,0
19.52,,70.7,26915,0
8.18,,84.1,48402,0
19.72,79,44.1,,0
13.99,36,66.5,419412,0
7.89,,58.9,35780,0
19.52,,85.6,113602,0
13.99,,36.7,34086,0
16.29,39,12.6,217816,0
13.99,,56.7,205121,0
7.26,14,59.4,19647,1
20.99,,21.6,15530,0
14.33,21,87.6,57635,1
12.29,27,69.9,165936,0
9.17,,38.1,280538,0
17.27,,96.6,95935,0
12.99,,64.8,323830,0
21.49,,93.9,34265,0
12.99,,34.2,246968,0
6.03,,49.6,174091,0
9.17,,92.4,382222,0
11.53,,90.3,22740,0
8.18,3,65.5,356179,1
9.71,,59.5,11393,0
13.33,20,46.6,156262,1
7.89,39,55.6,160276,0
17.76,75,90.6,36744,0
16.99,37,91,32292,0
13.33,,86,104141,0
18.25,,40,392396,0
6.03,,44.9,68019,0
9.99,,34.9,288898,0
13.11,,49.7,,0
8.18,2,48.9,202885,1
12.69,1,24.6,327438,2
5.93,33,22.6,286406,0
12.39,,45.7,183102,0
10.99,6,24.6,6613,7
13.11,44,77.9,128952,0
14.65,19,85.8,14644,1
7.12,11,41.9,56886,1
8.19,,47.3,27576,0
15.61,6,30.2,35085,2
14.33,57,37,27540,0
13.33,,50.3,33342,0
9.99,79,58.7,258714,0
19.19,,62.9,32799,0
14.33,,41,207733,0
13.35,,84.4,187827,0
12.29,18,34.8,125007,1
16.99,,83,221179,1
9.49,,24.2,18146,0
12.69,43,32.4,8238,0
6.49,,11.1,15383,0
11.53,52,21.1,69147,0
14.48,,7.9,10241,0
9.67,18,73.9,275541,1
13.99,5,93.6,251643,4
13.11,,82,322523,0
15.31,59,69.6,179033,0
7.69,34,31.4,206781,0
8.18,4,47.3,221816,3
5.32,,17.1,27959,0
11.44,78,3.2,272743,0
13.99,23,76.5,255584,1
12.99,,54,280391,1
13.98,39,63,301202,0
13.33,26,93.7,249024,0
12.69,,70,14070,0
13.33,,78.2,173826,0
9.17,20,59.4,13981,1
17.27,45,71.5,31061,0
10.99,62,27.8,138689,0
16.55,,52.4,33043,0
12.29,,86.8,419097,0
14.33,,70.2,62337,0
8.18,,25,144184,0
9.99,75,57.6,11563,0
7.62,48,59.6,644480,0
9.99,80,52.6,30715,0
11.53,74,50.4,135637,0
22.4,3,62.9,184711,1
7.89,78,54.4,20938,0
7.9,,66.8,,0
7.89,,67.7,14727,0
16.99,,65.4,344347,0
12.59,36,84.4,42738,0
25.99,24,35.9,12174,0
9.17,11,44.7,42889,1
15.31,0,57.5,15111,1
12.99,49,22.4,9434,0
10.99,37,66.9,69508,0
13.99,34,47,175869,0
17.76,57,64.8,124159,0
23.43,,94.3,742740,0
5.32,,81.9,34875,0
11.55,56,29.5,33145,0
8.39,,23.4,176155,0
9.17,,34.5,261438,0
14.31,23,63.3,60685,1
9.99,,36.5,36636,0
7.89,,15.5,240048,0
15.31,,37,401419,0
13.23,41,40.9,,0
8.18,40,9.2,1938,0
7.26,3,15.5,28095,2
8.39,,21.5,329788,0
13.11,,80.6,219903,0
5.32,,31.3,97824,0
7.9,,50.8,14213,0
7.89,,65,393936,0
16.99,61,47.6,28812,0
6.17,,11.4,,0
6.03,13,57.4,307104,1
17.57,27,15.7,17805,0
12.69,,59.2,214308,0
14.65,11,95,193524,1
11.53,20,70,284863,1
17.86,71,59,36304,0
5.93,35,58.6,170522,0
6.03,,44.2,729390,0
14.16,,57.8,71308,0
5.32,17,61.2,231792,2
7.51,,9.3,,0
12.59,7,78.5,315755,2
14.16,19,18.6,259853,1
11.44,55,33.4,99584,0
16.99,52,54.5,35257,0
6.89,,87.5,163188,0
10.49,,86.7,250711,0
6.89,50,13.9,40946,0
12.29,,83.5,219586,0
5.32,,22,190497,0
7.9,,64.3,170777,0
9.17,43,27.5,42414,0
15.57,15,39.8,,1
7.26,,2.6,997738,0
16.99,74,17,378141,0
9.99,2,57.3,141377,1
13.99,32,67.3,29849,0
14.65,34,37.5,29496,0
13.99,,82,,0
13.33,57,100.1,53111,0
12.49,50,6,17634,0
13.67,,21.1,15931,0
18.25,19,78.1,198762,4
17.57,7,28.3,287444,2
19.99,36,76.2,222683,0
11.14,,57.1,20613,0
13.67,,68.3,14189,0
9.99,4,85,60335,3
12.29,,19.2,24448,0
10.99,,15,52831,0
5.93,,73.6,356644,0
17.77,61,41,94519,0
10.99,68,55.4,4099,0
19.52,,51.6,136708,0
9.99,,66.4,77826,0
8.19,,30.6,12546,0
6.89,57,49.8,384019,0
13.67,,81.3,5449,0
11.67,13,42.8,153529,1
16.55,41,34.5,91938,0
12.61,,89.7,,0
10.16,,72,18379,0
10.99,72,90.1,27642,0
10.78,28,52.6,20244,0
11.67,,45.5,9691,0
10.99,45,13.1,274524,0
15.8,,72.2,262474,0
11.99,,36.3,25549,0
20.31,,43,156446,0
19.99,43,35,44976,0
17.57,61,11.5,21217,0
8.18,,0.2,845854,0
9.49,25,35.6,5383,0
9.17,12,54.1,162805,2
20.52,,86.2,,0
9.67,47,17.8,7430,0
19.99,,77.3,34897,0
9.99,9,19.9,150255,3
7.62,82,31.5,2771,0
17.43,22,14.7,,1
21.49,35,91.8,81712,0
9.76,,29.6,,0
8.39,,77.7,584428,0
14.09,,57.6,,0
25.83,29,77.4,355248,0
17.86,,46.6,52576,0
18.64,33,94.1,,0
9.99,,12.3,65249,0
10.99,34,87.3,149143,0
9.99,12,54.4,10395,1
25.83,55,62.5,274977,0
7.89,43,95.3,147228,0
12.12,15,80.4,40527,1
8.9,32,60.9,251837,0
18.84,,46.7,68040,0
19.22,68,75.9,,0
18.99,,67.4,35834,0
11.67,28,90.9,7821,0
12.99,,56.2,41536,0
14.47,,47,192160,0
15.61,,87.1,12053,0
12.35,61,75.1,25096,0
16.29,17,82.5,430588,3
13.18,18,66.9,8962,1
9.67,,58.4,47958,0
7.89,,41.6,187633,0
14.49,,83.2,13227,0
10.49,,27.9,14734,0
7.9,28,38.7,216409,0
15.61,46,38.5,148720,0
12.99,23,43.6,270510,1
12.99,77,50.9,23402,0
17.86,67,81.4,335686,0
16.29,,86.1,243918,0
5.32,,51,46213,0
11.71,,48.7,,0
7.89,,44.1,72597,0
17.57,,26.7,70426,0
16.99,33,50.1,215609,0
17.57,22,53.8,157090,1
6.68,,37.5,158204,0
6.24,,88.7,28828,0
17.77,15,88.1,1214529,1
10.99,6,77.4,426982,2
22.95,,90.2,73083,0
11.14,13,81,74415,1
5.32,29,23.3,541650,0
9.17,3,73,64971,1
20.2,,31.7,188688,0
13.33,50,28.9,210013,0
12.73,,54.5,,0
8.9,,83.5,41924,0
22.99,,92.1,8561,0
7.89,,41.5,177875,0
16.29,,73.9,,0
9.67,,66.6,229235,0
12.29,,3.3,33079,0
12.21,,28.4,,0
14.99,69,77.2,116441,0
9.17,60,51.3,320812,0
21,,60.6,21176,0
18.25,57,86.4,116523,0
11.67,,75.9,36147,0
7.9,23,69.7,43334,1
10.99,25,58.4,12728,0
9.17,67,58,27198,0
12.69,,85.8,18200,0
17.57,,59.9,31247,0
24.99,33,87.1,49651,0
16.32,,80.2,,0
12.29,13,25.1,324595,1
15.58,8,50.5,,2
9.17,21,60,30362,6
12.69,,30,68230,0
12.12,,12.6,35600,0
12.69,,98.5,331479,0
17.86,,67.7,11462,0
6.49,,55.5,240653,0
9.17,,20.1,12037,0
17.86,56,62.3,24284,0
10.99,,66,,0
19.97,,66,385932,0
18.25,13,53.2,25401,1
13.99,68,37.7,63413,0
15.61,,39.1,534996,0
12.29,24,69.1,53102,0
18.25,47,77.1,367238,0
24.5,,38.4,28606,0
14.09,,68.4,24185,0
15.61,,14.3,36691,0
9.99,,85.8,45137,0
7.89,48,25.5,3622,0
6.39,50,46.4,56729,0
16.29,,41,230171,0
10.16,,78.5,,0
12.99,16,87.9,153321,2
6.49,38,42.6,216649,0
12.99,60,19.6,4545,0
18.54,,48.8,42711,0
16.78,,95.4,123476,0
18.49,,60.3,60698,0
19.52,,79,57504,0
20.49,,52.5,333275,0
14.99,,72.9,28683,0
16.24,,46.7,37817,0
6.92,64,0,71221,0
16.55,,61.1,12292,0
13.67,,30.1,37216,0
7.26,70,26.8,207753,0
19.72,23,80.7,224774,1
12.39,13,22.6,48595,1
11.99,38,23.2,17346,0
10.38,,73.8,,0
23.4,,88.6,69656,0
8.67,,44,11343,0
18.99,79,72.4,25078,0
23.83,16,46.7,,1
17.86,,42.1,20124,0
13.35,6,66.2,84834,1
18.25,,69.7,162034,0
20.89,10,66.6,,1
13.99,,71.4,60107,0
13.53,9,97.8,546359,3
15.61,,58.3,22495,0
9.99,,42,172128,0
20.2,30,79.7,228796,0
27.31,,63.9,64408,0
13.98,,75.2,35711,0
23.1,30,73,151777,0
7.29,61,7.9,,0
15.57,,41.3,,0
11.12,,72.9,,0
14.09,,37,13692,0
16.78,15,51.1,251063,1
10.99,,24.8,26938,0
11.67,,81.5,187993,0
8.18,60,28.7,54699,0
13.98,,73.7,4645,0
14.65,,71.4,52784,0
12.69,,34.4,16141,0
12.99,9,60,33145,2
8.67,,78.8,158223,0
23.99,23,35.8,50818,2
10.15,24,76.5,20516,0
12.12,25,76.8,51225,0
13.99,38,79.5,1037074,0
12.29,50,67.7,16781,0
7.89,,60.7,72649,0
6.24,37,33.9,25085,0
19.52,52,87,43055,1
12.49,,59.8,16960,0
6.89,,10.8,103204,0
18.25,10,21.9,185151,1
14.65,,69.4,53168,0
19.05,,69.8,28137,0
20.49,,67.2,9873,0
12.99,33,9.6,97298,0
13.33,60,76.4,36728,0
17.86,,63.6,111662,0
12.69,10,89.5,33033,1
17.57,34,77.6,65772,0
8.18,,23.6,139805,0
15.31,,20.4,346630,0
19.52,35,76.3,19518,0
13.67,64,74.1,112706,0
20.31,37,81.7,22097,0
15.61,52,83.5,193942,0
8.18,16,42.4,149192,1
6.24,,62.2,26599,0
6.92,,90.2,353802,0
10.99,,96.1,203369,0
12.69,,63,58416,0
20.2,,86,39266,0
6.62,,34.4,61645,0
14.85,,65.8,11979,0
10.15,39,51.2,248569,0
11.99,20,68.9,467589,1
9.76,23,26.8,123497,1
11.44,43,50.6,25126,0
15.61,,48.7,425484,0
10.15,,90.8,219370,0
14.33,,51,118751,0
10.99,33,83.1,175426,0
11.53,22,64.9,318582,1
10.16,,85.1,148692,0
19.99,69,6.6,36988,0
15.61,,11.6,31572,0
14.65,20,94,517112,1
11.99,55,20,20220,0
9.99,42,38.1,,0
19.52,56,70.5,18229,0
12.69,32,61,129931,0
11.99,,79.4,128809,0
12.35,,51.6,9112,0
21.6,,64.3,177242,0
8.18,4,21.2,318941,1
9.17,,47.3,27257,0
7.89,,88.4,68387,0
12.42,,16.8,,0
14.31,11,46.9,198665,1
10.99,,51.7,586850,0
11.53,,63.8,159110,0
10.99,28,74.6,18211,0
10.99,35,9.7,108077,0
7.62,56,59.5,21464,0
10.16,,57.1,26520,0
21.99,,12.4,52278,0
11.99,16,67.6,169798,1
18.25,34,73.8,11221,0
17.57,,100.7,26087,0
13.98,62,94.5,195148,0
6.62,,66,,0
13.66,8,26.8,92909,2
10.64,59,34.7,29926,0
23.28,58,95.3,239294,0
14.99,9,91.4,292515,1
12.12,,39.3,21086,0
12.59,,26,4825,0
9.67,,65.9,236029,0
7.69,76,6.4,91796,0
18.24,,74.1,34876,0
12.59,6,39.3,47533,1
11.99,48,65,83933,0
12.49,,67.4,262951,0
13.99,6,38.2,12041,2
11.67,50,92.5,51581,0
12.59,,33,43937,0
10.64,20,52.6,590481,1
10.65,,55.5,,0
8.9,,31.5,162791,0
7.26,21,44.8,117702,1
9.17,,64.9,230100,0
18.25,,69,24621,0
9.17,,62,23835,0
9.49,,48.2,192493,0
12.99,,75.7,43957,0
13.99,,51.4,11869,0
12.99,,9.5,24735,0
11.44,,60.3,335556,0
14.33,,73.7,35668,0
10.64,,51.6,19818,0
6.89,,34.7,55699,0
12.29,,91,86114,0
6.03,,27.2,226308,0
9.99,7,81.8,216263,2
16.55,12,33.5,24987,2
18.25,35,77.9,66196,0
12.49,54,65.4,159529,0
6.03,,6.4,491226,0
6.62,,15.2,20042,0
12.39,,48.3,108028,0
9.67,57,48.6,77551,0
9.49,6,82.6,21134,1
12.12,,89.3,361860,0
12.35,53,79.2,336176,0
14.22,,94.8,,0
12.99,,61.6,255776,0
15.31,,94.5,3875,0
13.68,69,80.2,552092,0
13.99,,94.7,44535,0
13.99,6,83.1,13875,2
13.35,,43.4,32069,0
25.57,60,67.8,15698,0
19.52,,84.1,313260,0
11.99,,62.5,37453,0
20.2,33,36.1,26622,0
10.99,,37.5,215673,0
8.9,,60.3,,0
18.49,,80.8,43083,0
13.99,71,64.7,192785,0
18.55,,12.8,55340,0
12.39,,47.7,16123,0
8.39,,23.4,76185,0
11.22,,44.2,171432,0
14.99,61,57.1,5900,0
13.65,14,64.4,18557,1
16.29,,67,3333,0
9.17,62,65.1,164930,0
11.67,20,53.7,68575,1
12.69,16,62.1,99149,2
6.92,,65.8,29620,0
21.67,,57.5,300522,0
6.68,,35.8,32396,0
14.33,,88.5,53905,0
11.14,,61.5,40571,0
24.5,,95.8,381083,0
7.62,29,51.7,91838,0
5.79,,0,,0
13.18,,47.9,67850,0
14.09,,92.7,26320,0
8.67,8,63.1,200729,1
11.99,,63.2,127791,0
10.95,,44.5,,0
20.99,,55,117053,0
15.1,,88.3,20485,0
11.67,20,44,3782,1
7.89,48,66.8,62131,0
12.49,,6.9,90392,0
7.69,59,81.1,330986,0
10.16,25,74.6,429245,0
10.16,20,85.4,91963,2
11.99,39,38,34862,0
8.18,6,39.7,35234,1
9.67,14,54.3,79835,1
18.49,,44,190360,0
10.99,,79.6,41261,0
5.93,,7.5,30412,0
6.03,48,48.7,237379,0
11.53,,46.8,33233,0
20.99,36,25.1,63092,0
6.89,,61.9,66671,0
13.35,43,56.3,18707,0
8,,70.9,,0
11.99,,44.1,352724,0
19.72,42,88.1,157021,0
9.17,,51,49388,0
14.91,27,56.2,,0
11.53,,47.4,31403,0
15.41,33,84.8,165478,0
10.99,11,98.7,23306,1
10.16,79,45.6,14099,0
19.19,,81.3,59985,0
13.66,46,47.2,34949,0
19.19,,81.1,134579,0
10.16,,57,21644,0
13.67,,14.2,75525,0
13.35,65,60.8,25623,0
9.76,,32.7,80752,0
7.89,12,81.1,16433,1
9.99,38,76.7,66868,0
7.62,,69.3,255231,0
13.35,,52.9,513359,0
10.99,,39.7,38691,0
12.12,,58.2,64957,0
15.61,,78,26394,0
10.99,,45.9,37010,0
9.99,42,64.5,31004,0
12.99,79,12.9,100524,0
15.61,18,60.6,19044,1
12.73,,92.6,,0
7.49,65,21,26390,0
11.99,,50.3,24538,0
7.89,32,66.1,426650,0
14.99,,57.6,225255,0
17.77,,72,1944,0
10.99,,80.9,20335,0
12.69,22,72.4,96020,1
13.98,69,43.1,13622,0
12.99,27,18.6,167497,0
12.69,,32.8,170006,0
10.99,,58,45180,0
11.14,27,41.6,102134,0
12.29,,18.2,10183,0
14.65,6,60.7,86076,2
10.99,,18,9597,0
13.99,11,58.7,196244,3
8.18,78,27.8,128286,0
8.39,16,65.1,78015,1
10.64,,37.2,208117,0
17.57,,53.8,146003,0
7.66,43,29.1,,0
7.69,,33.1,434318,0
25.83,64,73,307799,0
19.19,33,33.2,46785,0
13.66,78,90.7,517662,0
18.25,29,41.6,17392,0
7.26,26,49.1,162004,0
18.55,69,26.8,16039,0
16.55,,98.8,109492,0
11.99,12,58.1,,1
10.64,41,64,23069,0
11.99,68,21.9,15405,0
11.99,,39.3,399824,0
7.89,,40.8,158971,0
12.18,,46.6,,0
8.39,,44.2,249141,0
16.99,74,27,17253,0
13.99,22,89,40911,1
17.86,35,62.2,461562,0
7.62,,64.2,82042,0
15.61,,23.6,424713,0
8.18,,39.6,87215,0
7.89,45,82.4,96330,0
11.12,,10.8,,0
15.61,,65,18706,0
12.29,,33.3,11817,0
9.17,4,19.4,24213,1
11.53,,61.7,97647,0
14.64,21,77.3,447728,1
13.18,36,73.8,14978,0
18.25,,77.4,9571,0
14.16,,54.2,442908,0
